image_name,resized_size,Avg_ref_h,Avg_ref_z,mean_box_size,std_size,aspect_ratio
Image_6573,384,38,51,44,2.75,1.34
Image_6572,384,64,85,74,5.13,1.33
Image_6571,384,34,41,37,2.41,1.21
Image_6570,384,6,13,9,0.9,2.17
Image_6569,384,10,9,9,2.57,0.9
Image_6568,384,28,46,36,6.07,1.64
Image_6567,384,30,34,32,4.47,1.13
Image_6566,384,37,17,25,3.15,0.46
Image_6565,384,34,48,40,5.89,1.41
Image_6564,384,82,105,93,4.77,1.28
Image_6563,384,30,46,37,4.3,1.53
Image_6562,384,36,49,42,5.16,1.36
Image_6561,384,19,23,21,2.46,1.21
Image_6560,384,58,67,62,3.26,1.16
Image_6559,384,18,25,21,2.13,1.39
Image_6558,384,10,30,17,1.48,3.0
Image_6557,384,20,34,26,3.26,1.7
Image_6556,384,24,38,30,3.99,1.58
Image_6555,384,10,19,14,2.36,1.9
Image_6554,384,29,18,23,2.6,0.62
Image_6553,384,92,22,45,3.4,0.24
Image_6552,384,32,45,38,3.55,1.41
Image_6551,384,24,23,23,2.13,0.96
Image_6546,384,16,20,18,2.48,1.25
Image_6545,384,38,28,33,1.54,0.74
Image_6544,384,15,14,14,0.97,0.93
Image_6543,384,19,29,23,1.28,1.53
Image_6542,384,42,34,38,2.36,0.81
Image_6541,384,27,32,29,2.06,1.19
Image_6540,384,16,12,14,1.76,0.75
Image_6539,384,33,26,29,1.73,0.79
Image_6538,384,25,27,26,2.05,1.08
Image_6537,384,20,25,22,2.61,1.25
Image_6536,384,33,20,26,2.72,0.61
Image_6535,384,18,27,22,1.95,1.5
Image_6534,384,22,24,23,1.85,1.09
Image_6533,384,25,16,20,2.58,0.64
Image_6532,384,42,33,37,2.16,0.79
Image_6531,384,35,44,39,3.78,1.26
Image_6530,384,20,29,24,1.89,1.45
Image_6529,384,35,34,34,1.92,0.97
Image_6528,384,24,41,31,2.21,1.71
Image_6527,384,20,27,23,2.21,1.35
Image_6526,384,25,28,26,1.63,1.12
Image_6525,384,32,16,23,1.94,0.5
Image_6524,384,9,18,13,3.0,2.0
Image_6523,384,23,18,20,2.19,0.78
Image_6522,384,22,26,24,2.24,1.18
Image_6521,384,16,21,18,2.26,1.31
Image_6520,384,49,45,47,2.6,0.92
Image_6519,384,11,18,14,1.47,1.64
Image_6518,384,13,15,14,1.54,1.15
Image_6517,384,49,34,41,3.47,0.69
Image_6516,384,13,9,11,1.37,0.69
Image_6515,384,13,21,17,1.49,1.62
Image_6514,384,18,23,20,1.97,1.28
Image_6513,384,32,31,31,2.82,0.97
Image_6511,384,30,24,27,1.47,0.8
Image_6510,384,17,15,16,1.13,0.88
Image_6509,384,29,22,25,2.45,0.76
Image_6508,384,19,26,22,1.89,1.37
Image_6507,384,38,63,49,3.08,1.66
Image_6506,384,24,29,26,1.6,1.21
Image_6505,384,27,20,23,2.03,0.74
Image_6504,384,23,26,24,1.31,1.13
Image_6503,384,28,39,33,2.89,1.39
Image_6502,384,8,11,9,1.19,1.38
Image_6501,384,17,25,21,2.26,1.47
Image_6500,384,26,48,35,1.37,1.85
Image_6499,384,32,52,41,2.79,1.62
Image_6498,384,25,38,31,2.17,1.52
Image_6497,384,34,33,33,3.44,0.97
Image_6496,384,19,36,26,1.69,1.89
Image_6495,384,26,31,28,1.54,1.19
Image_6494,384,11,7,9,1.13,0.64
Image_6493,384,26,27,26,2.13,1.04
Image_6492,384,15,17,16,1.82,1.13
Image_6491,384,23,19,21,2.12,0.83
Image_6490,384,17,30,23,1.12,1.76
Image_6489,384,17,18,17,2.05,1.06
Image_6488,384,21,23,22,2.27,1.1
Image_6487,384,14,15,14,1.72,1.07
Image_6486,384,19,23,21,1.72,1.21
Image_6485,384,23,18,20,2.98,0.78
Image_6484,384,26,31,28,1.57,1.19
Image_6483,384,23,25,24,1.68,1.09
Image_6482,384,23,17,20,1.45,0.74
Image_6481,384,16,8,11,0.84,0.5
Image_6480,384,18,26,22,1.58,1.44
Image_6479,384,30,30,30,2.06,1.0
Image_6478,384,38,28,33,1.89,0.74
Image_6477,384,51,35,42,2.13,0.69
Image_6476,384,10,22,15,1.37,2.2
Image_6475,384,32,21,26,2.03,0.66
Image_6474,384,41,40,40,1.69,0.98
Image_6473,384,19,19,19,1.37,1.0
Image_6472,384,19,21,20,1.9,1.11
Image_6471,384,21,16,18,1.48,0.76
Image_6470,384,25,26,25,1.91,1.04
Image_6469,384,25,32,28,1.68,1.28
Image_6468,384,23,23,23,1.49,1.0
Image_6467,384,17,17,17,1.13,1.0
Image_6466,384,27,24,25,2.51,0.89
Image_6465,384,17,14,15,1.63,0.82
Image_6464,384,34,36,35,1.93,1.06
Image_6463,384,27,27,27,1.72,1.0
Image_6462,384,35,16,24,1.72,0.46
Image_6461,384,46,16,27,2.02,0.35
Image_6460,384,7,4,5,1.13,0.57
Image_6459,384,17,25,21,1.63,1.47
Image_6458,384,19,35,26,3.16,1.84
Image_6457,384,14,13,13,1.48,0.93
Image_6456,384,25,34,29,1.31,1.36
Image_6455,384,15,16,15,1.44,1.07
Image_6454,384,34,48,40,2.05,1.41
Image_6453,384,33,32,32,2.15,0.97
Image_6452,384,13,18,15,1.64,1.38
Image_6451,384,34,27,30,3.19,0.79
Image_6450,384,20,19,19,1.43,0.95
Image_6449,384,22,24,23,2.66,1.09
Image_6448,384,24,26,25,2.22,1.08
Image_6447,384,15,26,20,1.44,1.73
Image_6446,384,25,19,22,1.72,0.76
Image_6445,384,24,31,27,1.37,1.29
Image_6444,384,20,35,26,2.05,1.75
Image_6443,384,17,32,23,1.68,1.88
Image_6442,384,17,20,18,1.47,1.18
Image_6441,384,14,15,14,1.57,1.07
Image_6440,384,18,19,18,1.28,1.06
Image_6439,384,29,31,30,2.72,1.07
Image_6438,384,18,25,21,1.44,1.39
Image_6437,384,17,23,20,1.68,1.35
Image_6436,384,28,18,22,1.3,0.64
Image_6435,384,45,44,44,3.05,0.98
Image_6434,384,22,23,22,1.63,1.05
Image_6433,384,14,13,13,1.33,0.93
Image_6432,384,19,13,16,2.41,0.68
Image_6431,384,38,42,40,2.61,1.11
Image_6430,384,10,13,11,1.57,1.3
Image_6429,384,16,23,19,1.76,1.44
Image_6428,384,9,6,7,1.13,0.67
Image_6427,384,45,47,46,3.07,1.04
Image_6426,384,26,38,31,2.05,1.46
Image_6425,384,21,22,21,1.37,1.05
Image_6424,384,27,15,20,1.59,0.56
Image_6423,384,9,10,9,1.19,1.11
Image_6422,384,35,49,41,1.31,1.4
Image_6421,384,27,26,26,1.84,0.96
Image_6420,384,23,32,27,1.44,1.39
Image_6419,384,31,23,27,1.63,0.74
Image_6418,384,28,24,26,1.85,0.86
Image_6417,384,15,10,12,1.33,0.67
Image_6416,384,17,20,18,1.31,1.18
Image_6415,384,17,29,22,2.65,1.71
Image_6414,384,22,23,22,2.13,1.05
Image_6413,384,18,28,22,1.58,1.56
Image_6412,384,16,29,22,2.07,1.81
Image_6411,384,16,29,22,1.49,1.81
Image_6410,384,29,31,30,2.23,1.07
Image_6409,384,27,17,21,2.01,0.63
Image_6408,384,27,15,20,2.24,0.56
Image_6407,384,23,30,26,1.19,1.3
Image_6406,384,21,14,17,1.59,0.67
Image_6405,384,18,20,19,1.48,1.11
Image_6404,384,12,6,8,1.31,0.5
Image_6403,384,21,28,24,1.84,1.33
Image_6402,384,29,40,34,4.16,1.38
Image_6401,384,49,51,50,2.34,1.04
Image_6400,384,8,14,11,1.93,1.75
Image_6399,384,16,30,22,1.86,1.88
Image_6398,384,40,37,38,2.22,0.93
Image_6397,384,28,15,20,1.76,0.54
Image_6396,384,14,14,14,1.48,1.0
Image_6395,384,16,16,16,0.97,1.0
Image_6394,384,29,35,32,1.9,1.21
Image_6393,384,52,51,51,3.91,0.98
Image_6392,384,35,36,35,3.71,1.03
Image_6391,384,22,34,27,1.82,1.55
Image_6390,384,59,50,54,2.05,0.85
Image_6389,384,16,25,20,2.46,1.56
Image_6388,384,11,11,11,1.44,1.0
Image_6387,384,30,28,29,2.13,0.93
Image_6386,384,14,23,18,1.82,1.64
Image_6385,384,25,37,30,2.18,1.48
Image_6384,384,29,17,22,1.47,0.59
Image_6383,384,20,16,18,1.13,0.8
Image_6382,384,29,20,24,1.82,0.69
Image_6381,384,15,25,19,1.13,1.67
Image_6380,384,25,29,27,1.86,1.16
Image_6379,384,21,16,18,1.28,0.76
Image_6378,384,31,31,31,1.64,1.0
Image_6377,384,14,7,10,1.63,0.5
Image_6376,384,56,58,57,3.5,1.04
Image_6375,384,20,26,23,1.71,1.3
Image_6374,384,21,33,26,1.83,1.57
Image_6373,384,20,74,38,2.82,3.7
Image_6372,384,45,196,94,6.03,4.36
Image_6371,384,37,46,41,2.6,1.24
Image_6370,384,98,189,136,6.83,1.93
Image_6369,384,39,135,73,4.36,3.46
Image_6368,384,43,60,51,2.93,1.4
Image_6367,384,107,88,97,8.9,0.82
Image_6366,384,17,24,20,1.93,1.41
Image_6365,384,36,79,53,5.49,2.19
Image_6364,384,40,44,42,4.52,1.1
Image_6363,384,35,36,35,1.49,1.03
Image_6362,384,48,113,74,3.38,2.35
Image_6361,384,103,132,117,11.75,1.28
Image_6360,384,12,46,23,1.83,3.83
Image_6359,384,21,37,28,3.05,1.76
Image_6358,384,24,117,53,4.37,4.88
Image_6357,384,21,24,22,2.86,1.14
Image_6356,384,32,44,38,6.69,1.38
Image_6355,384,116,71,91,4.24,0.61
Image_6354,384,34,114,62,4.72,3.35
Image_6353,384,32,75,49,2.92,2.34
Image_6352,384,40,118,69,2.34,2.95
Image_6351,384,25,121,55,2.48,4.84
Image_6350,384,39,89,59,5.25,2.28
Image_6349,384,25,94,48,3.39,3.76
Image_6348,384,34,84,53,3.18,2.47
Image_6347,384,38,120,68,3.47,3.16
Image_6346,384,126,75,97,7.63,0.6
Image_6345,384,127,63,89,4.4,0.5
Image_6344,384,105,74,88,3.5,0.7
Image_6343,384,74,63,68,5.34,0.85
Image_6342,384,87,90,88,5.91,1.03
Image_6341,384,82,85,83,2.58,1.04
Image_6340,384,148,88,114,4.72,0.59
Image_6339,384,54,81,66,2.44,1.5
Image_6338,384,44,61,52,1.13,1.39
Image_6337,384,44,60,51,1.6,1.36
Image_6336,384,87,66,76,4.07,0.76
Image_6335,384,161,67,104,1.59,0.42
Image_6334,384,84,102,93,3.03,1.21
Image_6333,384,9,7,8,1.19,0.78
Image_6332,384,29,9,16,1.92,0.31
Image_6331,384,119,50,77,2.31,0.42
Image_6330,384,126,108,117,4.19,0.86
Image_6329,384,155,57,94,3.95,0.37
Image_6328,384,11,5,7,0.9,0.45
Image_6327,384,165,115,138,5.51,0.7
Image_6326,384,53,39,45,1.94,0.74
Image_6325,384,63,33,46,4.0,0.52
Image_6324,384,37,40,38,2.5,1.08
Image_6323,384,20,59,34,1.76,2.95
Image_6322,384,40,29,34,3.54,0.72
Image_6321,384,85,55,68,4.43,0.65
Image_6320,384,98,114,106,5.02,1.16
Image_6319,384,79,63,71,4.83,0.8
Image_6318,384,116,97,106,3.46,0.84
Image_6317,384,51,33,41,4.12,0.65
Image_6316,384,108,47,71,5.4,0.44
Image_6315,384,23,15,19,1.13,0.65
Image_6314,384,122,140,131,6.7,1.15
Image_6313,384,70,92,80,4.99,1.31
Image_6311,384,109,141,124,8.5,1.29
Image_6310,384,19,85,40,3.83,4.47
Image_6309,384,13,122,40,2.01,9.38
Image_6308,384,20,34,26,2.43,1.7
Image_6239,384,109,53,76,2.23,0.49
Image_6238,384,71,70,70,2.9,0.99
Image_6237,384,34,46,40,1.77,1.35
Image_6236,384,28,63,42,2.38,2.25
Image_6235,384,52,53,52,4.02,1.02
Image_6234,384,90,132,109,2.12,1.47
Image_6233,384,82,86,84,3.86,1.05
Image_6232,384,48,64,55,5.21,1.33
Image_6231,384,71,74,72,2.05,1.04
Image_6230,384,28,37,32,2.94,1.32
Image_6229,384,38,36,37,3.47,0.95
Image_6228,384,41,54,47,3.08,1.32
Image_6227,384,43,45,44,3.33,1.05
Image_6226,384,87,91,89,1.82,1.05
Image_6225,384,96,12,34,2.44,0.12
Image_6224,384,73,73,73,3.99,1.0
Image_6223,384,50,45,47,5.21,0.9
Image_6222,384,92,113,102,4.9,1.23
Image_6221,384,41,56,48,4.56,1.37
Image_6220,384,38,52,44,4.39,1.37
Image_6219,384,67,65,66,3.07,0.97
Image_6218,384,18,22,20,3.14,1.22
Image_6217,384,51,40,45,3.58,0.78
Image_6216,384,52,14,27,1.48,0.27
Image_6214,384,56,74,64,4.01,1.32
Image_6213,384,74,123,95,2.04,1.66
Image_6212,384,91,100,95,5.18,1.1
Image_6211,384,54,68,61,4.25,1.26
Image_6210,384,117,88,101,1.57,0.75
Image_6209,384,25,33,29,2.65,1.32
Image_6208,384,34,34,34,3.73,1.0
Image_6207,384,48,50,49,3.59,1.04
Image_6206,384,27,48,36,1.89,1.78
Image_6205,384,33,43,38,2.36,1.3
Image_6204,384,73,114,91,3.48,1.56
Image_6203,384,85,80,82,2.03,0.94
Image_6202,384,54,65,59,3.85,1.2
Image_6201,384,62,86,73,4.25,1.39
Image_6200,384,48,68,57,3.86,1.42
Image_6199,384,33,51,41,2.37,1.55
Image_6198,384,89,92,90,2.2,1.03
Image_6197,384,51,94,69,2.2,1.84
Image_6196,384,43,45,44,3.61,1.05
Image_6195,384,69,89,78,3.5,1.29
Image_6194,384,51,94,69,5.35,1.84
Image_6193,384,51,50,50,3.16,0.98
Image_6192,384,24,30,27,3.21,1.25
Image_6191,384,66,49,57,4.53,0.74
Image_6190,384,35,46,40,2.69,1.31
Image_6189,384,64,88,75,3.85,1.38
Image_6188,384,54,42,48,3.31,0.78
Image_6187,384,26,34,30,4.25,1.31
Image_6186,384,50,67,58,2.89,1.34
Image_6185,384,70,97,82,4.41,1.39
Image_6184,384,32,48,39,3.46,1.5
Image_6183,384,33,46,39,2.74,1.39
Image_6182,384,23,31,27,3.58,1.35
Image_6181,384,46,35,40,5.0,0.76
Image_6180,384,45,51,48,3.39,1.13
Image_6179,384,58,88,71,3.67,1.52
Image_6178,384,47,49,48,4.48,1.04
Image_6177,384,46,68,56,2.12,1.48
Image_6176,384,47,72,58,2.72,1.53
Image_6175,384,36,90,57,4.15,2.5
Image_6174,384,47,48,47,2.47,1.02
Image_6173,384,59,77,67,7.75,1.31
Image_6172,384,43,59,50,4.35,1.37
Image_6171,384,57,35,45,3.19,0.61
Image_6170,384,31,41,36,2.36,1.32
Image_6169,384,69,98,82,7.01,1.42
Image_6168,384,38,56,46,4.43,1.47
Image_6167,384,105,62,81,3.58,0.59
Image_6166,384,26,31,28,1.68,1.19
Image_6165,384,29,46,37,3.71,1.59
Image_6164,384,58,36,46,2.5,0.62
Image_6163,384,76,123,97,4.23,1.62
Image_6162,384,42,30,35,3.38,0.71
Image_6161,384,38,20,28,4.0,0.53
Image_6160,384,45,69,56,2.72,1.53
Image_6159,384,31,54,41,5.68,1.74
Image_6158,384,33,43,38,2.72,1.3
Image_6157,384,33,55,43,4.04,1.67
Image_6156,384,44,36,40,2.86,0.82
Image_6155,384,28,37,32,2.83,1.32
Image_6154,384,46,45,45,5.75,0.98
Image_6153,384,76,104,89,4.76,1.37
Image_6152,384,30,54,40,2.98,1.8
Image_6151,384,70,85,77,5.65,1.21
Image_6150,384,16,22,19,2.58,1.38
Image_6149,384,33,46,39,4.25,1.39
Image_6148,384,25,57,38,3.3,2.28
Image_6147,384,12,12,12,1.94,1.0
Image_6146,384,16,28,21,3.66,1.75
Image_6145,384,8,16,11,4.0,2.0
Image_6144,384,59,72,65,4.7,1.22
Image_6143,384,24,32,28,2.31,1.33
Image_6142,384,10,10,10,1.31,1.0
Image_6141,384,16,10,13,1.85,0.62
Image_6140,384,36,122,66,2.64,3.39
Image_6139,384,21,36,27,2.14,1.71
Image_6138,384,29,41,34,2.26,1.41
Image_6137,384,31,48,39,5.69,1.55
Image_6136,384,16,21,18,1.63,1.31
Image_6135,384,49,60,54,6.81,1.22
Image_6134,384,13,33,21,2.62,2.54
Image_6133,384,55,59,57,6.18,1.07
Image_6132,384,65,68,66,6.01,1.05
Image_6131,384,17,17,17,1.19,1.0
Image_6130,384,19,34,25,1.84,1.79
Image_6129,384,16,14,15,1.71,0.88
Image_6128,384,57,65,61,6.68,1.14
Image_6127,384,17,15,16,0.97,0.88
Image_6126,384,28,70,44,2.7,2.5
Image_6125,384,39,27,32,2.16,0.69
Image_6124,384,36,28,32,1.9,0.78
Image_6123,384,80,87,83,6.88,1.09
Image_6041,384,13,209,52,3.74,16.08
Image_6040,384,20,93,43,4.13,4.65
Image_6039,384,30,58,42,5.64,1.93
Image_6038,384,35,34,34,3.49,0.97
Image_6037,384,42,72,55,5.47,1.71
Image_6036,384,82,39,57,5.64,0.48
Image_6035,384,63,109,83,5.1,1.73
Image_6034,384,88,118,102,3.98,1.34
Image_6033,384,55,98,73,3.27,1.78
Image_6032,384,51,46,48,2.08,0.9
Image_6031,384,46,33,39,2.24,0.72
Image_6030,384,37,55,45,3.22,1.49
Image_6029,384,153,87,115,5.29,0.57
Image_6028,384,85,77,81,4.0,0.91
Image_6027,384,47,63,54,2.15,1.34
Image_6026,384,53,54,53,1.19,1.02
Image_6025,384,81,115,97,3.2,1.42
Image_6024,384,75,82,78,4.24,1.09
Image_6023,384,72,100,85,3.58,1.39
Image_6022,384,71,80,75,3.12,1.13
Image_6021,384,137,91,112,4.17,0.66
Image_6020,384,68,42,53,2.38,0.62
Image_6019,384,58,64,61,4.06,1.1
Image_6017,384,56,84,69,3.51,1.5
Image_6016,384,85,149,113,3.15,1.75
Image_6015,384,76,99,87,3.78,1.3
Image_6014,384,91,130,109,5.03,1.43
Image_6013,384,57,75,65,4.44,1.32
Image_6012,384,86,115,99,1.43,1.34
Image_6011,384,86,73,79,4.53,0.85
Image_6010,384,61,63,62,3.38,1.03
Image_6009,384,56,49,52,2.71,0.88
Image_6008,384,77,67,72,3.33,0.87
Image_6007,384,38,58,47,2.39,1.53
Image_6006,384,58,52,55,3.67,0.9
Image_6005,384,32,42,37,2.08,1.31
Image_6004,384,56,85,69,1.82,1.52
Image_6003,384,57,46,51,3.78,0.81
Image_6002,384,89,51,67,4.05,0.57
Image_6001,384,54,45,49,2.2,0.83
Image_6000,384,40,70,53,1.76,1.75
Image_5999,384,54,135,85,3.07,2.5
Image_5998,384,30,164,70,2.13,5.47
Image_5997,384,39,50,44,2.33,1.28
Image_5996,384,12,162,44,2.59,13.5
Image_5995,384,46,162,86,3.13,3.52
Image_5994,384,24,32,28,1.81,1.33
Image_5993,384,41,126,72,3.66,3.07
Image_5992,384,27,37,32,1.83,1.37
Image_5991,384,35,213,86,1.73,6.09
Image_5990,384,37,55,45,2.05,1.49
Image_5989,384,16,30,22,2.65,1.88
Image_5988,384,32,197,79,2.05,6.16
Image_5987,384,40,310,111,2.52,7.75
Image_5986,384,70,44,55,5.91,0.63
Image_5985,384,66,93,78,2.87,1.41
Image_5984,384,56,97,74,5.12,1.73
Image_5983,384,96,95,95,5.15,0.99
Image_5982,384,101,66,82,3.18,0.65
Image_5981,384,75,91,83,4.66,1.21
Image_5980,384,76,85,80,3.34,1.12
Image_5979,384,98,65,80,4.32,0.66
Image_5978,384,42,53,47,3.69,1.26
Image_5977,384,100,98,99,6.45,0.98
Image_5976,384,55,116,80,3.41,2.11
Image_5975,384,77,92,84,3.93,1.19
Image_5974,384,81,82,81,3.59,1.01
Image_5973,384,107,114,110,6.79,1.07
Image_5972,384,65,100,81,5.32,1.54
Image_5971,384,42,51,46,3.78,1.21
Image_5970,384,83,97,90,2.3,1.17
Image_5969,384,124,71,94,2.81,0.57
Image_5968,384,130,69,95,4.81,0.53
Image_5967,384,124,45,75,3.63,0.36
Image_5966,384,102,64,81,5.64,0.63
Image_5965,384,12,15,13,1.82,1.25
Image_5964,384,45,35,40,3.9,0.78
Image_5963,384,18,35,25,1.47,1.94
Image_5962,384,44,32,38,2.57,0.73
Image_5961,384,49,36,42,2.13,0.73
Image_5960,384,25,32,28,2.79,1.28
Image_5959,384,40,43,41,2.61,1.07
Image_5958,384,13,16,14,2.06,1.23
Image_5957,384,27,28,27,2.89,1.04
Image_5956,384,42,39,40,3.21,0.93
Image_5955,384,10,14,12,1.13,1.4
Image_5954,384,34,26,30,1.97,0.76
Image_5953,384,25,38,31,3.04,1.52
Image_5946,384,20,15,17,4.61,0.75
Image_5945,384,10,43,21,2.62,4.3
Image_5790,384,64,59,61,4.0,0.92
Image_5789,384,68,45,55,3.86,0.66
Image_5788,384,34,27,30,3.33,0.79
Image_5787,384,60,56,58,1.13,0.93
Image_5786,384,52,62,57,2.08,1.19
Image_5785,384,85,84,84,4.38,0.99
Image_5784,384,70,44,55,3.57,0.63
Image_5783,384,152,79,110,5.6,0.52
Image_5782,384,45,37,41,3.22,0.82
Image_5781,384,60,95,75,2.56,1.58
Image_5780,384,57,78,67,1.44,1.37
Image_5779,384,69,68,68,2.56,0.99
Image_5778,384,88,85,86,3.03,0.97
Image_5777,384,63,64,63,2.26,1.02
Image_5776,384,39,26,32,1.94,0.67
Image_5775,384,19,16,17,1.33,0.84
Image_5774,384,15,13,14,1.13,0.87
Image_5772,384,16,32,23,1.68,2.0
Image_5771,384,18,17,17,1.82,0.94
Image_5770,384,34,30,32,2.08,0.88
Image_5769,384,20,24,22,1.78,1.2
Image_5767,384,19,20,19,1.63,1.05
Image_5766,384,26,29,27,2.68,1.12
Image_5765,384,33,32,32,1.37,0.97
Image_5764,384,14,15,14,1.76,1.07
Image_5763,384,21,24,22,1.59,1.14
Image_5762,384,22,24,23,1.37,1.09
Image_5761,384,15,16,15,1.31,1.07
Image_5760,384,23,26,24,0.97,1.13
Image_5759,384,24,24,24,1.31,1.0
Image_5758,384,9,8,8,0.69,0.89
Image_5756,384,26,35,30,2.16,1.35
Image_5755,384,27,19,23,1.59,0.7
Image_5754,384,23,22,22,2.26,0.96
Image_5753,384,24,24,24,1.47,1.0
Image_5752,384,51,67,58,2.43,1.31
Image_5751,384,34,30,32,2.2,0.88
Image_5750,384,14,22,18,1.69,1.57
Image_5749,384,15,20,17,1.54,1.33
Image_5734,384,105,82,93,2.49,0.78
Image_5733,384,70,80,75,4.45,1.14
Image_5732,384,90,69,79,2.98,0.77
Image_5731,384,111,72,89,2.79,0.65
Image_5729,384,112,115,113,4.71,1.03
Image_5728,384,154,63,98,5.05,0.41
Image_5727,384,120,171,143,4.5,1.43
Image_5726,384,98,77,87,1.93,0.79
Image_5725,384,54,82,67,3.24,1.52
Image_5724,384,130,68,94,2.89,0.52
Image_5723,384,101,95,98,4.63,0.94
Image_5722,384,94,105,99,4.89,1.12
Image_5721,384,104,50,72,3.36,0.48
Image_5720,384,103,116,109,5.44,1.13
Image_5719,384,77,86,81,4.06,1.12
Image_5718,384,178,92,128,2.33,0.52
Image_5717,384,122,74,95,2.81,0.61
Image_5716,384,125,101,112,4.79,0.81
Image_5715,384,84,76,80,2.84,0.9
Image_5714,384,75,109,90,2.33,1.45
Image_5713,384,114,114,114,4.25,1.0
Image_5712,384,95,63,77,4.77,0.66
Image_5711,384,84,58,70,2.16,0.69
Image_5710,384,161,98,126,5.96,0.61
Image_5709,384,116,89,102,4.9,0.77
Image_5706,384,98,94,96,6.7,0.96
Image_5705,384,116,68,89,2.84,0.59
Image_5704,384,69,53,60,4.9,0.77
Image_5703,384,106,154,128,5.87,1.45
Image_5702,384,34,54,43,3.74,1.59
Image_5701,384,76,60,68,3.26,0.79
Image_5700,384,77,89,83,4.69,1.16
Image_5699,384,44,69,55,4.61,1.57
Image_5698,384,56,82,68,3.6,1.46
Image_5697,384,53,79,65,3.77,1.49
Image_5696,384,56,68,62,5.84,1.21
Image_5695,384,59,104,78,3.86,1.76
Image_5693,384,51,77,63,3.99,1.51
Image_5692,384,86,137,109,5.94,1.59
Image_5691,384,110,74,90,4.4,0.67
Image_5690,384,39,64,50,4.1,1.64
Image_5689,384,75,94,84,4.16,1.25
Image_5688,384,67,106,84,3.65,1.58
Image_5687,384,89,66,77,4.7,0.74
Image_5686,384,64,129,91,4.83,2.02
Image_5685,384,68,98,82,5.64,1.44
Image_5684,384,111,106,108,4.61,0.95
Image_5683,384,28,51,38,2.84,1.82
Image_5682,384,57,59,58,4.1,1.04
Image_5681,384,15,28,20,2.53,1.87
Image_5680,384,32,12,20,2.99,0.38
Image_5679,384,29,47,37,2.89,1.62
Image_5678,384,27,41,33,3.14,1.52
Image_5677,384,36,31,33,3.26,0.86
Image_5676,384,62,56,59,3.27,0.9
Image_5675,384,18,32,24,2.23,1.78
Image_5674,384,21,13,17,2.45,0.62
Image_5652,384,49,48,48,1.83,0.98
Image_5651,384,32,41,36,1.82,1.28
Image_5650,384,57,69,63,3.84,1.21
Image_5649,384,55,65,60,3.22,1.18
Image_5648,384,27,36,31,2.13,1.33
Image_5647,384,48,113,74,3.74,2.35
Image_5646,384,27,42,34,1.44,1.56
Image_5645,384,83,147,110,3.22,1.77
Image_5644,384,28,30,29,3.23,1.07
Image_5643,384,21,11,15,1.45,0.52
Image_5642,384,13,17,15,1.72,1.31
Image_5641,384,26,23,24,2.98,0.88
Image_5640,384,21,26,23,2.17,1.24
Image_5639,384,34,36,35,2.99,1.06
Image_5638,384,18,23,20,2.17,1.28
Image_5637,384,12,22,16,2.23,1.83
Image_5636,384,22,24,23,3.21,1.09
Image_5635,384,16,17,16,1.72,1.06
Image_5634,384,29,27,28,1.93,0.93
Image_5633,384,13,18,15,1.13,1.38
Image_5632,384,24,26,25,1.31,1.08
Image_5631,384,32,17,23,1.49,0.53
Image_5629,384,41,42,41,2.26,1.02
Image_5628,384,27,151,64,5.66,5.59
Image_5627,384,19,94,42,3.17,4.95
Image_5626,384,13,106,37,4.22,8.15
Image_5625,384,9,61,23,2.59,6.78
Image_5624,384,16,197,56,4.26,12.31
Image_5622,384,25,75,43,2.94,3.0
Image_5621,384,35,124,66,3.17,3.54
Image_5620,384,9,58,23,2.98,6.44
Image_5619,384,27,87,48,4.21,3.22
Image_5618,384,39,204,89,3.13,5.23
Image_5616,384,24,114,52,3.55,4.75
Image_5615,384,66,23,39,2.12,0.35
Image_5614,384,58,60,59,4.62,1.03
Image_5613,384,19,26,22,3.14,1.37
Image_5612,384,64,44,53,2.84,0.69
Image_5611,384,89,79,84,5.06,0.89
Image_5610,384,103,48,70,2.05,0.47
Image_5609,384,81,88,84,4.18,1.09
Image_5608,384,121,76,96,4.26,0.63
Image_5607,384,88,76,82,3.52,0.86
Image_5606,384,80,63,71,4.37,0.79
Image_5605,384,35,32,33,4.77,0.91
Image_5604,384,49,45,47,2.13,0.92
Image_5603,384,87,53,68,5.47,0.61
Image_5561,384,38,18,26,2.5,0.47
Image_5560,384,21,27,24,2.93,1.29
Image_5559,384,11,9,10,1.96,0.82
Image_5558,384,56,70,63,5.0,1.25
Image_5557,384,60,55,57,5.93,0.92
Image_5556,384,35,37,36,4.36,1.06
Image_5555,384,27,45,35,4.97,1.67
Image_5554,384,25,32,28,3.43,1.28
Image_5553,384,68,61,64,2.85,0.9
Image_5552,384,68,36,49,5.54,0.53
Image_5551,384,38,59,47,3.87,1.55
Image_5550,384,17,15,16,2.66,0.88
Image_5549,384,21,30,25,3.14,1.43
Image_5548,384,41,63,51,4.21,1.54
Image_5547,384,60,88,73,5.45,1.47
Image_5546,384,32,37,34,3.44,1.16
Image_5545,384,19,20,19,2.98,1.05
Image_5544,384,24,29,26,3.17,1.21
Image_5543,384,35,49,41,3.08,1.4
Image_5542,384,29,28,28,2.38,0.97
Image_5541,384,67,71,69,1.94,1.06
Image_5540,384,34,57,44,2.91,1.68
Image_5539,384,14,33,21,2.03,2.36
Image_5538,384,18,19,18,0.97,1.06
Image_5537,384,24,27,25,2.5,1.12
